--- Terminal on com9 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp8266_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H


RMS2 Version 1.0  20230831
231109 17:10:47 
17:10:47 ,49972,23552,23552,23527,1,0,1,0,1,0,65534,32202,31531,53265, ms:730
17:10:48 ,49956,23552,23556,23542,1,3,1,1,0,1,65533,32202,31818,53558, ms:730
17:10:49 ,49956,23564,23567,23556,0,0,1,1,0,0,65532,32202,31818,53589, ms:730
17:10:50 ,49956,23568,23574,23547,1,0,0,0,1,0,65532,32202,31723,53496, ms:731
17:10:51 ,49954,23584,23597,23581,0,0,1,0,0,0,65534,32202,31818,53663, ms:731
17:10:52 ,49952,23594,23606,23581,0,0,1,0,0,1,65533,32202,31818,53680, ms:731
17:10:53 ,49966,23607,23610,23581,1,0,1,1,1,0,65534,32202,31818,53714, ms:732
17:10:54 ,49966,23604,23629,23604,0,0,1,1,1,0,0,32298,31818,53850, ms:731
17:10:55 ,49974,23595,23619,23587,0,0,0,1,0,0,65532,32202,31818,53720, ms:731
17:10:56 ,49970,23603,23609,23588,0,2,2,1,0,0,65532,32298,31818,53815, ms:731
17:10:57 ,49976,23582,23605,23582,2,1,1,0,1,1,65535,32298,31818,53794, ms:731
17:10:58 ,49986,23619,23621,23608,1,0,1,2,0,0,65532,32298,31818,53878, ms:731
17:10:59 ,49984,23606,23617,23606,1,2,1,1,0,1,65533,32298,31818,53860, ms:732
17:11:00 ,49996,23603,23608,23600,0,1,1,1,0,1,65532,32298,31818,53851, ms:732
17:11:01 ,50002,23609,23616,23609,2,0,0,0,2,1,65533,32202,31914,53882, ms:731
17:11:02 ,50008,23605,23609,23595,0,1,2,1,0,1,65533,32298,31818,53863, ms:731
17:11:03 ,50002,23591,23601,23578,0,1,1,1,0,0,65532,32298,31818,53815, ms:730
17:11:04 ,50006,23580,23595,23576,1,1,0,1,0,1,65533,32298,31818,53802, ms:729
17:11:05 ,50004,23575,23587,23572,1,1,1,1,1,2,65531,32202,31818,53688, ms:749
17:11:06 ,49996,23569,23578,23559,1,1,0,0,0,2,65532,32202,31723,53555, ms:748
17:11:07 ,49980,23547,23564,23545,1,1,1,0,1,1,65532,32202,31723,53490, ms:748
17:11:08 ,49970,23529,23544,23529,0,1,2,0,1,0,65535,32202,31818,53523, ms:749
17:11:09 ,49968,23579,23579,23564,1,2,1,1,2,1,65531,32202,31818,53641, ms:749
17:11:10 ,49960,23599,23599,23593,1,0,1,1,2,1,65531,32202,31818,53700, ms:750
17:11:11 ,49952,23593,23603,23585,0,0,1,0,1,2,65531,32202,31818,53680, ms:730
17:11:12 ,49962,23615,23615,23594,0,0,0,0,1,0,65532,32298,31818,53827, ms:730
17:11:13 ,49956,23614,23627,23614,0,0,1,1,1,1,65532,32298,31914,53951, ms:731
17:11:14 ,49960,23603,23607,23585,2,0,1,1,1,0,65530,32298,31818,53798, ms:732
17:11:15 ,49960,23620,23620,23603,0,0,1,1,0,0,65533,32298,31914,53942, ms:732
17:11:16 ,49964,23582,23602,23582,2,0,0,0,1,0,65535,32298,31914,53872, ms:732
17:11:17 ,49966,23606,23606,23596,0,1,1,1,2,0,65533,32298,31914,53916, ms:733
17:11:18 ,49968,23593,23608,23573,0,0,0,1,1,0,65531,32202,31818,53687, ms:733
17:11:19 ,49972,23598,23609,23598,0,0,1,0,1,1,65531,32298,31818,53819, ms:733
17:11:20 ,49972,23588,23600,23571,1,0,1,1,1,2,65532,32298,31818,53777, ms:733
17:11:21 ,49980,23599,23599,23581,0,1,0,0,0,0,65535,32298,31818,53803, ms:733
17:11:22 ,49980,23601,23615,23579,1,0,0,0,1,1,65532,32298,31818,53818, ms:732
17:11:23 ,49984,23575,23594,23571,1,1,1,2,0,1,65535,32202,31818,53677, ms:732
17:11:24 ,49994,23581,23588,23573,0,0,1,1,1,1,65532,32298,31818,53780, ms:731
17:11:25 ,49992,23571,23591,23571,1,1,0,0,0,1,65532,32202,31818,53672, ms:752
17:11:26 ,49986,23556,23556,23540,0,1,2,1,2,0,65532,32298,31818,53684, ms:733
17:11:27 ,49992,23559,23567,23559,2,1,1,1,0,1,65534,32298,31818,53725, ms:732
17:11:28 ,49989,23590,23590,23568,0,1,1,1,1,1,65532,32202,31818,53686, ms:732
17:11:29 ,49988,23595,23595,23588,0,1,0,1,1,1,65532,32298,31818,53810, ms:731
17:11:30 ,49992,23559,23573,23552,2,0,0,0,2,1,65532,32202,31818,53625, ms:731
17:11:31 ,49998,23587,23587,23565,1,2,1,1,0,0,65532,32298,31818,53782, ms:730
17:11:32 ,50000,23582,23592,23576,1,1,0,1,0,2,65532,32298,31818,53795, ms:729
17:11:33 ,50000,23560,23570,23552,0,0,0,0,0,0,65532,32298,31818,53722, ms:749
17:11:34 ,49998,23550,23565,23550,1,2,0,0,1,1,65533,32202,31818,53613, ms:748
17:11:35 ,49992,23531,23541,23531,1,0,0,1,1,1,65533,32202,31818,53544, ms:748
17:11:36 ,49988,23537,23556,23532,1,1,1,0,2,0,65533,32202,31723,53468, ms:768
17:11:37 ,49982,23566,23575,23562,0,0,1,1,1,0,65532,32202,31818,53632, ms:748
17:11:38 ,49978,23557,23557,23530,0,2,0,1,2,0,65534,32202,31818,53573, ms:748
17:11:39 ,49974,23566,23569,23559,1,2,0,0,1,1,65529,32298,31723,53615, ms:749
17:11:40 ,49984,23595,23595,23578,1,0,0,1,0,1,65530,32202,31818,53697, ms:748
17:11:41 ,49974,23602,23607,23602,0,1,1,1,0,1,65533,32202,31818,53734, ms:748
17:11:42 ,49974,23574,23574,23563,0,1,0,1,1,1,65531,32202,31818,53632, ms:749
17:11:43 ,49980,23590,23590,23561,1,0,0,1,1,1,65533,32202,31818,53670, ms:749
17:11:44 ,49982,23589,23589,23575,3,1,2,1,0,1,65532,32202,31818,53687, ms:749
17:11:45 ,49972,23573,23585,23572,1,0,0,2,0,1,65534,32202,31723,53557, ms:748
17:11:46 ,49982,23569,23569,23557,0,2,1,1,1,2,0,32202,31818,53632, ms:748
17:11:47 ,49982,23597,23600,23582,1,0,0,1,0,1,65534,32298,31818,53806, ms:748
17:11:48 ,49980,23560,23594,23560,2,0,2,0,1,0,65531,32202,31818,53642, ms:748
17:11:49 ,49988,23549,23549,23524,0,2,0,0,0,0,65532,32202,31723,53461, ms:747
17:11:50 ,49989,23576,23580,23562,0,1,0,0,0,1,65533,32202,31818,53654, ms:747
17:11:51 ,49980,23539,23568,23539,3,0,2,1,0,1,65533,32202,31723,53483, ms:747
