--- Terminal on com7 | 115200 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp8266_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H

17:12:02 49992,23480,23544,23480,2,1,1,0,1,1,-3,0,0,32202,31723,53352,
17:12:03 49982,23544,23563,23541,1,2,2,1,1,2,-4,0,0,32202,31723,53488,
17:12:04 49974,23534,23551,23534,1,1,0,1,1,1,-4,0,0,32202,31723,53447,
17:12:05 49972,23568,23568,23541,2,0,0,1,1,1,-3,0,0,32202,31818,53599,-web 15ms 
17:12:06 49964,23571,23581,23566,0,1,0,0,1,0,-2,0,0,32202,31818,53630,
17:12:07 49968,23588,23588,23572,1,0,1,1,0,1,-5,0,0,32202,31818,53663,
17:12:08 49978,23602,23604,23588,1,1,2,1,0,0,-5,0,0,32202,31914,53816,
17:12:09 49984,23595,23603,23595,1,0,2,1,1,1,-4,0,0,32298,31818,53823,
17:12:10 49984,23542,23571,23532,0,0,1,1,0,1,-4,0,0,32202,31818,53576,-web 17ms 
17:12:11 49989,23508,23510,23508,1,0,1,1,0,0,-4,0,0,32106,31723,53271,
17:12:12 49994,23510,23515,23494,1,2,1,0,2,0,-3,0,0,32202,31723,53369,
17:12:13 50002,23538,23542,23530,0,1,1,0,0,1,-3,0,0,32202,31723,53465,
17:12:14 50004,23526,23533,23526,0,0,2,0,1,1,-1,0,0,32202,31818,53540,
17:12:15 50004,23543,23543,23518,0,0,0,1,1,0,-4,0,0,32202,31723,53459,-web 15ms 
17:12:16 50002,23525,23548,23525,2,1,1,0,0,0,-5,0,0,32202,31818,53547,
17:12:17 50012,23519,23528,23515,2,2,1,0,2,1,-4,0,0,32202,31818,53526,
17:12:18 50008,23537,23541,23530,1,1,0,1,1,1,-4,0,0,32202,31723,53470,
17:12:19 50000,23516,23527,23510,0,2,1,0,1,0,-4,0,0,32202,31723,53406,
17:12:20 49996,23520,23520,23507,1,1,0,0,1,1,-3,0,0,32106,31723,53301,-web 16ms 
17:12:21 49986,23541,23541,23527,1,0,2,2,1,1,-6,0,0,32106,31723,53353,
17:12:22 49976,23530,23541,23530,2,0,0,1,1,0,-3,0,0,32106,31818,53430,
17:12:23 49972,23541,23541,23521,1,1,1,1,1,1,-5,0,0,32106,31723,53333,
17:12:24 49968,23563,23566,23537,1,0,0,1,2,1,-5,0,0,32202,31818,53582,
17:12:25 49966,23562,23562,23545,0,1,0,1,1,1,-5,0,0,32202,31818,53582,-web 15ms 
17:12:26 49956,23552,23565,23547,1,0,1,1,1,2,-4,0,0,32202,31818,53570,
17:12:27 49960,23561,23561,23529,0,0,1,0,1,0,-3,0,0,32298,31723,53559,
17:12:28 49960,23550,23555,23539,1,1,0,1,0,1,-5,0,0,32106,31723,53360,
17:12:29 49962,23567,23567,23548,2,1,1,1,1,0,-4,0,0,32202,31723,53499,
17:12:30 49968,23583,23592,23576,1,2,0,0,0,1,-2,0,0,32202,31818,53669,-web 15ms 
17:12:31 49982,23584,23584,23571,1,0,0,2,0,2,-4,0,0,32202,31818,53670,
17:12:32 49984,23568,23578,23566,2,1,0,1,1,0,-4,0,0,32202,31818,53645,
17:12:33 49992,23561,23580,23553,0,0,0,0,0,1,-3,0,0,32202,31818,53632,
17:12:34 49994,23566,23566,23552,0,1,0,0,2,1,-3,0,0,32202,31818,53627,
17:12:35 49998,23547,23549,23536,2,2,0,0,0,1,-3,0,0,32202,31723,53485,-web 16ms 
17:12:36 49998,23550,23558,23542,2,0,0,1,0,1,-4,0,0,32202,31818,53596,
17:12:37 49998,23545,23554,23542,1,1,1,0,1,0,-2,0,0,32202,31818,53589,
17:12:38 49998,23556,23557,23539,0,1,1,0,1,2,-4,0,0,32202,31723,53504,
17:12:39 49982,23536,23544,23528,0,1,0,2,0,1,-4,0,0,32202,31723,53443,
17:12:40 49988,23534,23534,23514,1,2,0,1,0,0,-1,0,0,32202,31723,53426,-web 18ms 
17:12:41 49984,23555,23555,23510,0,2,0,0,0,2,-3,0,0,32202,31723,53458,
17:12:42 49974,23562,23569,23550,1,0,0,1,0,1,-4,0,0,32202,31723,53507,
17:12:43 49972,23553,23553,23539,2,1,0,2,0,0,-2,0,0,32202,31818,53568,
17:12:44 49978,23554,23554,23531,0,1,0,1,1,0,-5,0,0,32202,31723,53468,
17:12:45 49982,23570,23574,23559,1,0,0,0,2,1,-3,0,0,32202,31818,53634,-web 17ms 
17:12:46 49976,23561,23572,23553,0,1,0,1,1,1,-3,0,0,32202,31818,53611,
17:12:47 49982,23565,23565,23539,0,0,0,0,2,0,-3,0,0,32202,31627,53407,
17:12:48 49980,23554,23566,23554,1,2,1,1,1,0,-1,0,0,32202,31818,53607,
17:12:49 49988,23571,23573,23550,0,0,2,0,2,0,-4,0,0,32202,31818,53630,
17:12:50 49992,23570,23576,23564,1,2,0,2,0,1,-4,0,0,32202,31723,53557,-web 15ms 
17:12:51 49986,23549,23549,23535,0,2,1,0,1,0,-5,0,0,32202,31723,53471,
17:12:52 49984,23537,23545,23537,2,1,1,1,0,0,-2,0,0,32202,31818,53554,
17:12:53 49992,23570,23573,23547,0,0,0,1,1,0,-4,0,0,32298,31723,53629,
17:12:54 49984,23550,23564,23544,1,0,0,0,0,0,-4,0,0,32202,31818,53587,
17:12:55 49978,23532,23542,23523,1,0,0,1,1,0,-2,0,0,32106,31723,53333,-web 17ms 
17:12:56 49978,23556,23559,23535,1,0,0,0,0,1,-3,0,0,32106,31818,53479,
17:12:57 49970,23579,23584,23565,1,0,0,0,1,1,-5,0,0,32202,31818,53644,
17:12:58 49964,23548,23561,23544,1,2,0,0,1,1,-2,0,0,32202,31818,53568,
17:12:59 49960,23576,23576,23546,1,1,0,1,0,1,-3,0,0,32202,31818,53607,
17:13:00 49968,23606,23606,23582,0,1,0,1,0,1,-4,0,0,32202,31818,53709,-web 16ms 
17:13:01 49964,23614,23614,23601,1,2,1,1,1,1,-4,0,0,32298,31818,53840,
17:13:02 49970,23625,23630,23613,0,0,1,0,0,1,-2,0,0,32298,31914,53978,
17:13:03 49976,23624,23626,23609,0,0,0,0,1,0,-3,0,0,32298,31818,53877,
17:13:04 49984,23629,23632,23620,0,0,2,1,1,0,-4,0,0,32298,31914,54005,
17:13:05 49980,23594,23617,23594,1,3,0,0,0,0,-6,0,0,32298,31914,53923,-web 16ms 
17:13:06 49988,23591,23591,23575,1,1,0,0,0,0,-5,0,0,32202,31818,53690,
17:13:07 49986,23616,23626,23611,1,0,0,2,0,1,-5,0,0,32298,31914,53978,
17:13:08 49976,23585,23601,23584,1,0,1,1,0,0,-4,0,0,32202,31818,53693,
17:13:09 49988,23583,23586,23568,0,0,2,0,1,1,-5,0,0,32298,31818,53768,
17:13:10 49992,23625,23625,23597,1,1,0,1,1,1,-2,0,0,32298,31914,53982,-web 16ms 
17:13:11 49996,23625,23628,23611,1,0,0,0,1,2,-4,0,0,32298,31818,53904,
17:13:12 49994,23591,23609,23591,3,1,0,0,1,1,-5,0,0,32298,31818,53830,
17:13:13 50000,23611,23617,23603,1,0,2,1,1,1,-3,0,0,32298,31914,53974,
17:13:14 50010,23609,23609,23594,1,1,2,0,1,1,-4,0,0,32298,31818,53868,
17:13:15 50008,23606,23616,23598,2,1,0,1,0,0,-2,0,0,32298,31914,53970,-web 17ms 
17:13:16 50008,23587,23591,23573,1,1,2,0,1,0,-5,0,0,32202,31818,53707,
17:13:17 50024,23607,23607,23596,0,0,1,0,1,0,-5,0,0,32298,31914,53971,
17:13:18 50018,23607,23616,23606,0,0,0,0,0,0,-3,0,0,32298,31914,53984,
17:13:19 50012,23554,23574,23554,0,1,0,1,1,1,-5,0,0,32202,31818,53641,
17:13:20 50010,23557,23557,23530,0,0,1,1,2,2,-4,0,0,32202,31723,53509,-web 15ms 
17:13:21 49998,23591,23598,23578,0,0,1,0,0,1,-3,0,0,32202,31818,53712,
17:13:22 49984,23551,23561,23537,1,0,1,0,1,1,-6,0,0,32106,31723,53388,
17:13:23 49980,23574,23585,23560,0,1,1,1,1,2,-3,0,0,32202,31818,53650,
17:13:24 49964,23590,23611,23567,1,0,0,0,2,0,0,0,0,32202,31818,53683,
17:13:25 49968,23587,23595,23584,0,0,0,0,0,1,-5,0,0,32202,31818,53678,-web 15ms 
17:13:26 49972,23618,23633,23607,1,2,1,0,0,0,-3,0,0,32298,31914,53971,
17:13:27 49970,23616,23621,23602,1,2,1,0,1,0,-4,0,0,32298,31818,53854,
17:13:28 49968,23589,23600,23580,1,1,1,1,1,2,-3,0,0,32202,31818,53689,
17:13:29 49972,23597,23600,23583,0,1,1,1,1,2,-4,0,0,32298,31818,53798,
17:13:30 49972,23593,23604,23590,1,0,1,1,1,0,-3,0,0,32298,31818,53804,-web 17ms 
17:13:31 49976,23583,23606,23578,0,1,1,0,1,1,-2,0,0,32298,31818,53789,
17:13:32 49978,23552,23576,23552,0,2,0,0,1,1,-3,0,0,32202,31818,53607,
17:13:33 49980,23561,23586,23549,1,1,1,0,1,0,-3,0,0,32202,31723,53530,
17:13:34 49982,23551,23585,23551,1,1,0,1,0,0,-1,0,0,32202,31723,53524,
17:13:35 49986,23589,23589,23558,1,0,1,0,1,0,-3,0,0,32202,31818,53670,-web 16ms 
17:13:36 49978,23575,23589,23574,1,0,1,0,0,0,-2,0,0,32202,31723,53569,
17:13:37 49984,23579,23579,23560,0,2,2,0,1,1,-2,0,0,32202,31818,53654,
17:13:38 49989,23579,23591,23579,1,1,1,0,0,1,-4,0,0,32202,31818,53686,
17:13:39 49986,23563,23585,23563,0,2,1,2,1,1,-1,0,0,32298,31818,53747,
17:13:40 49996,23582,23585,23568,0,1,0,1,0,1,-2,0,0,32202,31818,53680,-web 15ms 
17:13:41 50006,23577,23597,23573,2,1,1,1,1,2,0,0,0,32298,31818,53805,-web 2ms 
17:13:42 49998,23572,23606,23572,0,0,1,0,1,0,-2,0,0,32202,31818,53696,
17:13:43 49998,23544,23566,23544,0,0,0,0,2,1,-3,0,0,32202,31723,53505,
17:13:44 50006,23581,23581,23562,1,1,0,1,0,1,-3,0,0,32202,31818,53679,
17:13:45 50002,23572,23587,23572,0,1,1,0,1,1,-4,0,0,32202,31818,53681,-web 16ms 
17:13:46 50006,23561,23571,23561,0,1,0,1,1,1,-1,0,0,32202,31818,53650,
17:13:47 50006,23574,23578,23555,1,0,0,0,0,1,-2,0,0,32202,31818,53661,
17:13:48 50002,23547,23569,23547,0,0,1,1,1,0,-2,0,0,32202,31818,53614,
17:13:49 49992,23569,23583,23563,0,0,0,1,0,1,-3,0,0,32202,31818,53654,
17:13:50 49996,23560,23572,23560,1,1,0,1,0,1,-2,0,0,32202,31818,53638,-web 15ms 
17:13:51 49996,23581,23582,23563,3,2,2,0,1,1,-5,0,0,32202,31818,53674,
17:13:52 49989,23550,23567,23544,0,0,0,0,1,0,-3,0,0,32202,31818,53596,
17:13:53 49984,23540,23561,23540,1,0,0,0,0,1,-3,0,0,32202,31723,53477,
17:13:54 49980,23547,23558,23547,2,0,0,1,1,1,-3,0,0,32202,31818,53582,
17:13:55 49970,23573,23581,23572,1,2,1,0,1,0,-4,0,0,32202,31818,53645,-web 16ms 
17:13:56 49960,23545,23565,23545,0,1,1,1,1,2,-3,0,0,32202,31723,53471,
17:13:57 49966,23571,23575,23559,1,1,1,1,1,1,-3,0,0,32202,31723,53527,
17:13:58 49966,23591,23603,23587,2,0,1,2,2,0,-2,0,0,32298,31818,53796,
17:13:59 49964,23567,23591,23567,2,0,1,0,0,0,0,0,0,32202,31818,53640,
17:14:00 49964,23571,23571,23544,0,0,0,2,0,1,-4,0,0,32202,31818,53597,-web 16ms 
17:14:01 49970,23564,23570,23552,1,1,1,1,0,0,-3,0,0,32202,31818,53605,
17:14:02 49972,23567,23569,23557,1,1,1,1,1,0,-4,0,0,32202,31818,53614,
17:14:03 49982,23578,23582,23567,0,0,1,0,0,2,-4,0,0,32202,31818,53656,
17:14:04 49986,23584,23590,23556,1,1,0,0,0,0,-5,0,0,32298,31818,53757,
17:14:05 49978,23563,23576,23563,0,0,1,1,2,1,-4,0,0,32202,31818,53629,-web 16ms 
17:14:06 49989,23566,23578,23566,1,0,0,0,1,0,-2,0,0,32202,31818,53647,
17:14:07 49994,23575,23587,23572,0,1,1,1,0,0,-3,0,0,32202,31818,53676,
17:14:08 49998,23577,23589,23575,1,0,0,2,2,0,-3,0,0,32202,31818,53689,
17:14:09 49994,23564,23581,23564,1,0,1,0,1,1,-2,0,0,32202,31818,53653,
17:14:10 50000,23554,23572,23554,0,2,2,0,1,1,-4,0,0,32202,31818,53630,-web 16ms 
17:14:11 50006,23594,23594,23565,0,2,2,0,1,1,-4,0,0,32202,31818,53709,
17:14:12 50002,23578,23597,23578,1,0,0,1,0,0,-3,0,0,32298,31818,53798,
17:14:13 50008,23569,23573,23553,0,1,1,1,0,1,-3,0,0,32202,31818,53652,
17:14:14 50010,23578,23585,23571,0,2,0,0,1,0,-4,0,0,32298,31818,53787,
17:14:15 50014,23550,23584,23550,0,1,0,2,2,1,-3,0,0,32202,31818,53649,-web 16ms 
17:14:16 50022,23560,23575,23560,1,1,1,1,1,0,-2,0,0,32298,31818,53764,
17:14:17 50014,23560,23574,23560,0,1,1,1,1,1,-2,0,0,32202,31818,53659,
17:14:18 50010,23527,23539,23527,2,1,2,0,1,0,-2,0,0,32202,31818,53555,
17:14:19 50012,23570,23570,23534,1,0,2,0,1,1,-5,0,0,32202,31818,53634,
17:14:20 50004,23552,23582,23552,0,1,1,1,1,0,-3,0,0,32202,31818,53639,-web 18ms 
17:14:21 50002,23538,23545,23534,0,1,0,0,1,1,-3,0,0,32202,31818,53567,
17:14:22 49996,23562,23562,23544,0,1,0,0,0,1,-4,0,0,32202,31818,53610,
17:14:23 49986,23575,23581,23563,2,1,2,0,1,2,-5,0,0,32202,31818,53656,
17:14:24 49988,23569,23578,23566,1,0,0,1,1,1,-3,0,0,32298,31818,53746,
17:14:25 49978,23577,23578,23566,0,0,0,1,0,1,-5,0,0,32202,31818,53644,-web 16ms 
17:14:26 49984,23560,23590,23550,1,0,0,1,0,1,-3,0,0,32202,31818,53632,
17:14:27 49980,23579,23599,23579,3,1,1,1,0,0,-1,0,0,32298,31818,53786,
17:14:28 49972,23544,23563,23544,2,0,1,0,1,2,-3,0,0,32202,31818,53574,
17:14:29 49980,23581,23584,23563,2,0,0,1,0,1,-5,0,0,32202,31818,53655,
17:14:30 49980,23590,23601,23590,0,0,0,1,1,0,-2,0,0,32202,31818,53709,-web 15ms 
17:14:31 49984,23581,23602,23581,0,1,0,0,0,0,-3,0,0,32202,31818,53694,
17:14:32 49986,23592,23599,23592,0,2,1,0,0,1,-4,0,0,32298,31818,53813,
17:14:33 49989,23583,23592,23583,2,2,1,0,0,1,-3,0,0,32202,31818,53698,
17:14:34 49994,23558,23588,23558,1,0,0,1,1,0,-4,0,0,32202,31818,53645,
17:14:35 49996,23583,23592,23579,0,0,1,0,1,1,-4,0,0,32298,31914,53889,-web 25ms 
17:14:36 50006,23580,23580,23571,0,1,1,1,1,0,-4,0,0,32298,31818,53781,
17:14:37 50016,23592,23604,23578,0,2,0,2,1,0,-4,0,0,32202,31914,53835,
17:14:38 50014,23577,23588,23573,1,1,0,0,1,2,-4,0,0,32298,31818,53797,
17:14:39 50020,23569,23582,23565,1,0,1,1,1,0,-2,0,0,32202,31914,53782,
17:14:40 50022,23552,23552,23483,0,1,0,0,0,1,-4,0,0,32202,31818,53555,-web 17ms 
17:14:41 50022,23579,23579,23566,0,0,1,1,0,2,-5,0,0,32202,31818,53693,
17:14:42 50024,23554,23565,23552,0,2,1,1,0,0,-2,0,0,32202,31818,53645,
17:14:43 50024,23564,23570,23559,0,1,1,1,1,0,-3,0,0,32202,31818,53666,
17:14:44 50022,23546,23569,23546,2,1,0,0,0,0,-3,0,0,32202,31818,53631,
17:14:45 50018,23538,23557,23538,0,1,0,2,1,0,-2,0,0,32202,31723,53506,-web 16ms 
17:14:46 50016,23557,23563,23550,0,2,1,1,1,1,-5,0,0,32202,31818,53635,
17:14:47 50008,23552,23560,23552,1,1,1,0,0,0,-4,0,0,32202,31818,53619,
17:14:48 50000,23533,23533,23514,2,0,0,2,0,1,-5,0,0,32202,31723,53433,
17:14:49 49994,23561,23565,23546,0,2,1,0,1,1,-4,0,0,32202,31723,53520,
17:14:50 49992,23547,23556,23534,0,2,0,1,0,0,-3,0,0,32202,31818,53577,-web 16ms 
17:14:51 49984,23564,23582,23558,0,1,1,0,1,1,-4,0,0,32202,31818,53636,
17:14:52 49980,23545,23573,23545,1,1,0,1,0,1,-5,0,0,32202,31818,53590,
17:14:53 49988,23571,23591,23567,0,1,0,1,0,0,-1,0,0,32298,31818,53762,
17:14:54 49988,23567,23599,23567,0,0,0,1,0,1,-4,0,0,32202,31818,53667,
17:14:55 49984,23559,23575,23559,0,1,0,1,0,1,-4,0,0,32202,31818,53624,-web 16ms 
17:14:56 49986,23564,23578,23564,1,0,1,0,0,0,-4,0,0,32298,31818,53734,
17:14:57 49986,23567,23576,23563,1,2,2,1,0,1,-4,0,0,32202,31818,53643,
17:14:58 49982,23522,23535,23517,0,0,1,1,1,0,-3,0,0,32202,31818,53504,
17:14:59 49984,23533,23533,23514,0,0,2,1,1,1,-4,0,0,32202,31818,53513,
17:15:00 49982,23528,23534,23506,1,1,1,1,2,2,-4,0,0,32106,31818,53406,-web 18ms 
17:15:01 49974,23511,23529,23498,1,1,1,0,1,1,-4,0,0,32106,31723,53270,
17:15:02 49974,23500,23517,23500,1,2,1,0,2,0,-1,0,0,32106,31723,53253,
17:15:03 49982,23547,23556,23526,0,1,0,1,1,1,-4,0,0,32202,31723,53464,
17:15:04 49984,23552,23565,23552,2,0,1,1,1,2,-4,0,0,32202,31818,53604,
17:15:05 49986,23544,23563,23544,0,1,2,1,0,0,-2,0,0,32202,31818,53587,-web 17ms 
17:15:06 49996,23561,23562,23540,0,0,1,0,1,0,-3,0,0,32202,31723,53511,
17:15:07 49992,23559,23578,23557,1,1,0,1,1,1,-4,0,0,32202,31818,53635,
17:15:08 49994,23534,23549,23534,1,2,0,1,1,0,-2,0,0,32202,31723,53467,
17:15:09 49996,23550,23550,23538,0,0,2,0,0,1,-4,0,0,32202,31723,53486,
17:15:10 50002,23542,23552,23539,0,3,1,1,0,0,-2,0,0,32106,31723,53395,-web 16ms 
17:15:11 50002,23556,23566,23551,1,1,0,1,1,2,-4,0,0,32202,31723,53530,
17:15:12 50002,23530,23557,23530,2,2,0,2,0,2,-3,0,0,32202,31818,53572,
17:15:13 50006,23531,23537,23520,2,0,0,0,2,1,-5,0,0,32106,31723,53351,
17:15:14 50004,23529,23542,23519,2,0,0,1,2,1,-4,0,0,32106,31818,53448,
17:15:15 50004,23514,23536,23514,0,1,1,2,0,0,-2,0,0,32202,31818,53518,-web 15ms 
17:15:16 49996,23519,23526,23516,0,1,1,0,1,1,-3,0,0,32106,31818,53410,
17:15:17 49996,23543,23544,23531,3,1,1,1,1,0,-4,0,0,32202,31723,53470,
17:15:18 49998,23544,23555,23534,0,1,0,0,1,1,-3,0,0,32202,31818,53579,
17:15:19 49988,23534,23552,23531,0,3,1,0,0,1,-6,0,0,32202,31818,53552,
17:15:20 49986,23503,23523,23502,1,0,0,1,1,1,-3,0,0,32106,31723,53272,-web 15ms 
17:15:21 49982,23522,23524,23501,1,0,0,0,0,2,-4,0,0,32106,31723,53285,
17:15:22 49982,23532,23543,23532,0,2,0,1,0,1,-4,0,0,32106,31723,53346,
17:15:23 49980,23537,23550,23533,3,1,1,1,0,0,-2,0,0,32106,31818,53456,
17:15:24 49982,23544,23549,23538,2,2,0,2,1,0,-3,0,0,32202,31818,53565,
17:15:25 49978,23523,23542,23523,1,0,2,1,0,0,-1,0,0,32202,31723,53422,-web 17ms 
17:15:26 49984,23539,23544,23529,0,1,0,1,1,1,-2,0,0,32202,31723,53451,
17:15:27 49974,23514,23547,23514,2,0,0,0,2,1,-1,0,0,32202,31818,53501,
17:15:28 49988,23531,23540,23530,2,1,1,1,1,1,-5,0,0,32106,31723,53348,
17:15:29 49989,23573,23576,23571,1,1,1,2,0,0,-3,0,0,32202,31818,53659,
17:15:30 49988,23527,23551,23526,0,2,0,1,1,1,-1,0,0,32202,31818,53544,-web 15ms 
17:15:31 50002,23522,23534,23506,0,0,0,1,0,1,-4,0,0,32202,31818,53510,
17:15:32 50008,23526,23529,23498,2,2,0,1,0,1,-3,0,0,32106,31723,53321,
17:15:33 50012,23523,23539,23523,0,0,0,0,2,0,-4,0,0,32202,31723,53448,
17:15:34 50008,23509,23518,23505,1,0,1,1,2,1,-3,0,0,32106,31723,53300,
17:15:35 50016,23500,23514,23499,1,0,1,2,0,0,-2,0,0,32106,31723,53288,-web 16ms 
17:15:36 50020,23502,23518,23502,1,2,1,0,0,0,-4,0,0,32106,31723,53299,
